condition	type	feature	score
t3_t2	measurement	SP3	0.86598534296415
t2_t1	measurement	SP1	0.8643446815182794
t8_t4	measurement	ATF2	-0.8639821958820673
t3_t2	measurement	ERG	0.8608503350044824
t8_t4	measurement	ETV1	0.8570767379972976
t0.5_t0	measurement	SP2	-0.8549924738837882
t4_t3	measurement	BCL6	0.8545510526855876
t2_t1	measurement	NR5A2	0.8514360530008344
t2_t1	measurement	FOXM1	-0.849935435137876
t0.5_t0	measurement	GFI1B	0.8445348143720472
t3_t2	measurement	TEAD4	0.842632971347161
t1_t0.5	measurement	ERG	0.8407319737396013
t4_t3	measurement	JUND	-0.840335958402886
t3_t2	measurement	E2F3	0.8398295969122508
t8_t4	measurement	NR5A2	-0.8380298589003871
t1_t0.5	measurement	HHEX	-0.8379444637847393
t0.5_t0	measurement	PBX3	-0.8360014402842023
t0.5_t0	measurement	REST	0.8316217594898174
t1_t0.5	measurement	TAL1	-0.8300440217639261
t1_t0.5	measurement	MNT	0.8282284744764008
t4_t3	measurement	RBPJ	-0.82816530801926
t0.5_t0	measurement	PAX8	0.8265639922114664
t8_t4	measurement	GLI1	-0.8263693051263119
t3_t2	measurement	SREBF2	-0.8251193243448526
t0.5_t0	measurement	GATA2	0.8221147509663548
t1_t0.5	measurement	ATF2	-0.8139238425410107
t3_t2	measurement	STAT2	-0.8136329303841375
t3_t2	measurement	SMAD1	0.8125345268834846
t1_t0.5	measurement	RELA	-0.8119953398654638
t0.5_t0	measurement	MAFG	0.8101344489551181
t0.5_t0	measurement	NCOA2	-0.8092227559955311
t4_t3	measurement	LEF1	-0.8083188092954379
t8_t4	measurement	IRF9	0.8080875344392554
t8_t4	measurement	FOXO4	0.8074554009983392
t4_t3	measurement	FLI1	-0.8059456635134095
t0.5_t0	measurement	ETV6	0.8024377337338342
t1_t0.5	measurement	ELF1	-0.7997566989991369
t8_t4	measurement	NR3C1	0.7991564703044584
t1_t0.5	measurement	FOXO1	0.7991083557071313
t0.5_t0	measurement	KMT2A	0.7956138063109052
t3_t2	measurement	CTCF	-0.7951187287151267
t2_t1	measurement	POU4F2	0.78982083031108
t1_t0.5	measurement	TEAD4	-0.7839142798273654
t3_t2	measurement	CREM	-0.7773416852201115
t0.5_t0	measurement	MEIS2	0.7756020905774833
t0.5_t0	measurement	ERG	0.7726367437345
t4_t3	measurement	AHR	-0.772374400294898
t1_t0.5	measurement	POU2F2	-0.7718588293116213
t2_t1	measurement	PAX8	0.7717299941959468
t2_t1	measurement	NR4A1	0.7712781616152394
t2_t1	measurement	ATF2	-0.7686473234056774
t4_t3	measurement	SREBF1	0.7664271913774561
t1_t0.5	measurement	HIC1	-0.7635769991091294
t3_t2	measurement	CEBPB	-0.7630522964157691
t8_t4	measurement	E2F5	-0.7625379871363627
t2_t1	measurement	RELA	-0.7594270348703795
t1_t0.5	measurement	ATF6	-0.7581751894390848
t3_t2	measurement	NEUROD1	-0.7579816053135766
t8_t4	measurement	PAX8	-0.7552719218210613
t0.5_t0	measurement	E2F4	-0.7542871582879502
t8_t4	measurement	ATF4	0.7423532019810511
t1_t0.5	measurement	CUX1	0.7421372633345964
t2_t1	measurement	STAT2	-0.7404966931368171
t4_t3	measurement	STAT4	-0.7395082369539281
t3_t2	measurement	SOX9	0.7328692128156632
t8_t4	measurement	ZEB2	-0.7318173116234953
t1_t0.5	measurement	GFI1B	0.7317867230535279
t3_t2	measurement	JUN	-0.7302166793919896
t1_t0.5	measurement	KDM5B	-0.7298631849889002
t4_t3	measurement	NFYB	-0.7294619111378285
t2_t1	measurement	TCF4	0.7261652744605822
t2_t1	measurement	SP2	-0.7256352734789782
t4_t3	measurement	GFI1B	-0.7194128477289616
t2_t1	measurement	ZBTB33	-0.7165162977192556
t1_t0.5	measurement	NFE2L2	-0.7162163368765653
t1_t0.5	measurement	MBD1	-0.7141721264278271
t0.5_t0	measurement	CDX2	0.7131938876585497
t3_t2	measurement	PGR	-0.7111500542614299
t3_t2	measurement	TEAD1	-0.7108842090452366
t8_t4	measurement	NR1H2	-0.7104060918180977
t8_t4	measurement	ESR2	-0.7090729297698084
t2_t1	measurement	HOXB7	0.7078532059429468
t3_t2	measurement	ESR2	-0.7071947372967313
t1_t0.5	measurement	PPARA	0.7071582006478898
t4_t3	measurement	SMAD1	0.7068635864267379
t3_t2	measurement	EBF1	-0.7068346152251542
t1_t0.5	measurement	POU2F1	0.7019284618642277
t4_t3	measurement	FOXL2	-0.7005957954915638
t1_t0.5	measurement	ETV1	-0.6983801689464022
t3_t2	measurement	SMAD3	-0.6930611991981971
t3_t2	measurement	TCF7L1	-0.6882906714108433
t1_t0.5	measurement	CEBPB	-0.6856090079515704
t3_t2	measurement	YY1	0.6817257062980285
t1_t0.5	measurement	SREBF1	0.6814624509672955
t8_t4	measurement	PPARG	0.6812974305738752
t1_t0.5	measurement	RFX1	-0.6809228318883028
t1_t0.5	measurement	NR1H3	0.6804587695461981
t8_t4	measurement	CREM	-0.6792304720042386
t4_t3	measurement	REST	0.6742571657434481
t2_t1	measurement	ZHX1	-0.669800768903668
t3_t2	measurement	HINFP	-0.6693344178290597
t1_t0.5	measurement	MAFG	-0.6691761178615765
t1_t0.5	measurement	POU5F1	-0.6674598342611401
t8_t4	measurement	NR4A1	0.6673860055402709
t2_t1	measurement	NR3C1	-0.6667763990032215
t8_t4	measurement	FOXO1	0.6651761021663571
t1_t0.5	measurement	MAZ	-0.6624989680807662
t3_t2	measurement	STAT5B	0.6612881062257663
t3_t2	measurement	PAX8	0.6606218895773968
t4_t3	measurement	TP63	-0.6598936754949077
t4_t3	measurement	RUNX1	-0.658277688097485
t4_t3	measurement	MEIS1	0.6537381449005566
t1_t0.5	measurement	PAX6	-0.6509829689370131
t1_t0.5	measurement	MYC	0.650878998012392
t3_t2	measurement	REL	0.6506390787173184
t3_t2	measurement	GATA4	-0.6482523089524193
t3_t2	measurement	RARG	-0.6468215717979131
t3_t2	measurement	KLF6	-0.64582701744711
t8_t4	measurement	PROX1	-0.644176119129821
t1_t0.5	measurement	CTCF	-0.6414625809890487
t4_t3	measurement	CLOCK	-0.639103933415557
t2_t1	measurement	GATA6	0.6329324699010609
t4_t3	measurement	STAT2	0.6327845508870471
t1_t0.5	measurement	SOX2	-0.6323735927417156
t2_t1	measurement	MYC	0.6284442586410707
t0.5_t0	measurement	MYOD1	0.6284132143439457
t2_t1	measurement	IRF4	0.6265726679376977
t0.5_t0	measurement	EBF1	0.6256842558144693
t1_t0.5	measurement	ZHX1	-0.6234353715112302
t4_t3	measurement	ATF2	-0.6205447166141863
t8_t4	measurement	CDX2	-0.6193142200793729
t4_t3	measurement	ATF6	0.6170286833506425
t1_t0.5	measurement	RARA	-0.6164465071795631
t2_t1	measurement	KLF5	-0.6152944401484446
t0.5_t0	measurement	YY1	0.6134441087762758
t1_t0.5	measurement	NEUROD1	0.6095263654700275
t2_t1	measurement	TP73	-0.6077539915921129
t3_t2	measurement	ASCL1	0.6034828791719401
t2_t1	measurement	CLOCK	-0.6017479659289602
t2_t1	measurement	TCF7L2	0.6010648426986503
t3_t2	measurement	MEF2C	0.6002997593649384
t4_t3	measurement	POU5F1	0.599431638591725
t1_t0.5	measurement	TEAD2	0.5994004168269532
t8_t4	measurement	WT1	-0.5979828996660855
t3_t2	measurement	RFX1	0.5924132598918982
t1_t0.5	measurement	STAT5A	-0.5917235503025604
t3_t2	measurement	MAFG	0.5816711993212534
t8_t4	measurement	E2F3	0.5785054460614133
t3_t2	measurement	SP1	0.5780755675531394
t4_t3	measurement	E2F7	0.5763772972680824
t4_t3	measurement	TCF3	0.5760825408013127
t1_t0.5	measurement	WT1	-0.5750070203969393
t2_t1	measurement	HOXA9	0.5747551707894691
t8_t4	measurement	ELF1	0.5681810951227841
t1_t0.5	measurement	PROX1	0.5678055974959003
t1_t0.5	measurement	ETV4	-0.5674099921698664
t3_t2	measurement	MYB	0.5670652824346554
t0.5_t0	measurement	IRF3	-0.5639271981140792
t1_t0.5	measurement	EPAS1	0.5626599564914893
t2_t1	measurement	E2F1	-0.562334981148407
t1_t0.5	measurement	PGR	0.560496972040151
t1_t0.5	measurement	PAX5	-0.559743993003673
t0.5_t0	measurement	SPIB	0.5559633595457554
t3_t2	measurement	NFKB1	-0.5511946885171103
t1_t0.5	measurement	NR4A1	-0.5510643500169777
t1_t0.5	measurement	ESRRA	0.5497599650838528
t3_t2	measurement	MAF	-0.5488433440766491
t0.5_t0	measurement	ESRRA	0.5482595066851673
t2_t1	measurement	GABPA	0.5481363922899315
t4_t3	measurement	PAX5	0.5468003611515614
t3_t2	measurement	BHLHE40	0.5462511147113212
t2_t1	measurement	E2F7	0.5460486205671631
t1_t0.5	measurement	PAX8	0.5439910211647982
t3_t2	measurement	MEF2B	0.5431956594144794
t0.5_t0	measurement	ASCL1	0.5422741641309304
t1_t0.5	measurement	MAF	0.5405136356751383
t2_t1	measurement	MAFG	0.5379713782962392
t1_t0.5	measurement	RUNX2	0.5379282229980232
t0.5_t0	measurement	ZHX1	-0.5375866014784598
t4_t3	measurement	SMAD5	-0.5308687379426051
t8_t4	measurement	ZHX1	0.5303463430055304
t1_t0.5	measurement	ZBTB33	0.5292718176070703
t2_t1	measurement	HIC1	0.5288144307837337
t2_t1	measurement	E2F5	-0.5275136677838016
t0.5_t0	measurement	PROX1	0.5245882566566833
t0.5_t0	measurement	NR2F6	-0.5231569625031789
t8_t4	measurement	HOXB7	-0.5225518234741653
t1_t0.5	measurement	TFAP4	0.5219323981752639
t4_t3	measurement	MAFG	-0.5208976289108247
t1_t0.5	measurement	ATF1	-0.516457822163915
t3_t2	measurement	MXI1	-0.514010730264965
t2_t1	measurement	POU2F1	0.5080101446126287
t1_t0.5	measurement	SMAD3	-0.5076278711650009
t1_t0.5	measurement	YY1	0.5025354150902156
t1_t0.5	measurement	NR1H2	-0.5002576163052681
t1_t0.5	measurement	CDX2	0.49808323985086167
t2_t1	measurement	ATF1	-0.4978660388616869
t0.5_t0	measurement	IRF8	0.4974659364709652
t4_t3	measurement	SP2	0.49512938547155094
t1_t0.5	measurement	MYCN	0.4946795593784806
t8_t4	measurement	RFX5	0.4925374542260605
t8_t4	measurement	STAT4	-0.4924081552583985
t3_t2	measurement	EGR1	0.4905040770136904
t0.5_t0	measurement	MYCN	-0.48870985191651967
t1_t0.5	measurement	E2F3	-0.484596488304543
t2_t1	measurement	FOSL1	0.48380437726998576
t2_t1	measurement	ELK4	0.4794815728792627
t8_t4	measurement	TP73	-0.4793170732271259
t8_t4	measurement	NCOA2	0.4777677208276658
t3_t2	measurement	KLF1	0.4719334254993759
t2_t1	measurement	POU2F2	0.46819518740138477
t2_t1	measurement	MXI1	-0.46659841890210546
t2_t1	measurement	FOXO1	0.4654137530212
t1_t0.5	measurement	BCL6	0.46540645093980354
t2_t1	measurement	YY1	0.4645788252477571
t4_t3	measurement	SMAD3	-0.46313819787648486
t3_t2	measurement	CLOCK	-0.456555653823614
t3_t2	measurement	ATF4	0.45560172116342956
t1_t0.5	measurement	IRF9	-0.45208939261387165
t0.5_t0	measurement	GATA1	0.4483804922096627
t0.5_t0	measurement	XBP1	-0.44824630701290186
t3_t2	measurement	CUX1	-0.44709104393242494
t2_t1	measurement	IRF8	0.44264961279886356
t0.5_t0	measurement	CUX1	0.440870544639355
t3_t2	measurement	ESRRA	0.4383766554600349
t3_t2	measurement	IRF4	-0.4371529082510417
t4_t3	measurement	PKNOX1	-0.43696203122423555
t2_t1	measurement	NR2C2	0.4364434164522949
t1_t0.5	measurement	RBPJ	-0.43427437925994633
t8_t4	measurement	SOX6	0.4324601195366649
t2_t1	measurement	CEBPB	0.42990291736436836
t0.5_t0	measurement	POU5F1	-0.4281910988642398
t3_t2	measurement	OTX2	-0.42556589478418366
t1_t0.5	measurement	PBX3	-0.4237762295217452
t2_t1	measurement	SMAD5	0.42095179488238765
t8_t4	measurement	ZNF274	-0.4188745135108855
t1_t0.5	measurement	FOS	0.41557433936195526
t3_t2	measurement	JUND	0.4149829879358556
t1_t0.5	measurement	ONECUT1	-0.41383628747668233
t4_t3	measurement	MAF	-0.4110677693019421
t2_t1	measurement	SPIB	-0.4084521086263777
t0.5_t0	measurement	FOXA1	-0.40805800018465904
t4_t3	measurement	EBF1	-0.4044089761144496
t3_t2	measurement	TCF7	0.4031125487917746
t4_t3	measurement	HHEX	-0.4015025946965818
t2_t1	measurement	HHEX	0.396390257969194
t0.5_t0	measurement	AR	0.3963508140017694
t1_t0.5	measurement	PKNOX1	-0.3963127107630444
t3_t2	measurement	REST	-0.39501957279487254
t2_t1	measurement	SMAD1	-0.3946399587675168
t4_t3	measurement	FOXM1	-0.3944598168581676
t8_t4	measurement	NFE2L2	0.39186828479929253
t3_t2	measurement	IRF1	-0.38560095323850196
t8_t4	measurement	ONECUT1	0.38535997979061315
t4_t3	measurement	SRF	0.38382092246000765
t3_t2	measurement	FLI1	0.3807539281145051
t4_t3	measurement	ZNF274	0.3794482862661416
t3_t2	measurement	ZNF274	0.3792655972086946
t2_t1	measurement	HBP1	-0.37758708209824154
t8_t4	measurement	ATF3	-0.37613991615191944
t3_t2	measurement	MAZ	0.37603702779133813
t0.5_t0	measurement	PAX5	0.3725741966632167
t4_t3	measurement	USF2	0.3712860478010781
t4_t3	measurement	TEAD2	0.37089656254882286
t2_t1	measurement	HIF1A	-0.37064364440745134
t0.5_t0	measurement	HOXB7	0.36993642756586226
t0.5_t0	measurement	RXRA	-0.369420088627748
t3_t2	measurement	NFE2L2	-0.3693347540783218
t4_t3	measurement	POU4F2	-0.36842728157364296
t1_t0.5	measurement	GATA1	0.36740780903276354
t0.5_t0	measurement	TCF3	0.3657832290317763
t4_t3	measurement	MYBL2	0.36374682332857805
t1_t0.5	measurement	SREBF2	-0.360706167673702
t3_t2	measurement	RFX5	-0.360182455212176
t0.5_t0	measurement	NRF1	0.35607568662297745
t2_t1	measurement	ATF6	0.3558026639902815
t1_t0.5	measurement	ZEB1	0.3510974690799218
t3_t2	measurement	MNT	0.34876390689133246
t2_t1	measurement	NCOA1	-0.3475745225388152
t8_t4	measurement	RARG	0.34344039632564405
t8_t4	measurement	MEIS1	-0.3404412070577285
t8_t4	measurement	USF2	-0.33663733339205765
t1_t0.5	measurement	NR3C1	-0.33360536946899305
t2_t1	measurement	ONECUT1	-0.3328190477034653
t1_t0.5	measurement	XBP1	-0.33252190705150386
t3_t2	measurement	IRF2	-0.3306123965954486
t2_t1	measurement	ETV4	-0.3258973577505022
t2_t1	measurement	HINFP	-0.32167307210794677
t8_t4	measurement	ETV6	0.3215361638081788
t2_t1	measurement	HNF1B	-0.3214855534122089
t1_t0.5	measurement	NFE2L1	0.3210801028249529
t0.5_t0	measurement	RARG	0.3210747001769519
t4_t3	measurement	RFX5	0.3202095815639431
t2_t1	measurement	TP53	0.3198307333440972
t4_t3	measurement	RARB	0.3189108413506771
t3_t2	measurement	TCF4	-0.3149750504415872
t2_t1	measurement	TBP	-0.31403916205239035
t2_t1	measurement	FOXA1	0.31389680096327255
t4_t3	measurement	NR5A2	-0.31173899698345636
t3_t2	measurement	TP73	-0.3105369948976318
t8_t4	measurement	RBPJ	-0.3030373961061001
t1_t0.5	measurement	E2F2	-0.3014801293833139
t2_t1	measurement	NR2F2	0.2995789320173423
t3_t2	measurement	FOXM1	0.29529385391071294
t3_t2	measurement	RUNX3	-0.29512561021818806
t8_t4	measurement	TBX21	-0.2914828261876558
t2_t1	measurement	CREM	0.29104995927839683
t3_t2	measurement	E2F7	-0.28958086678702083
t4_t3	measurement	ATF3	-0.27946004628476473
t8_t4	measurement	NFE2L1	-0.2793259063806723
t0.5_t0	measurement	E2F3	-0.2785600871925959
t2_t1	measurement	MEIS1	-0.27660346992009993
t1_t0.5	measurement	OTX2	0.2740754077302987
t1_t0.5	measurement	REST	0.27073301123827276
t0.5_t0	measurement	NFE2L1	-0.2698102528610766
t8_t4	measurement	SPIB	-0.26750244517091576
t3_t2	measurement	PPARG	-0.26628358773199784
t4_t3	measurement	POU2F2	-0.2649117981685252
t3_t2	measurement	E2F1	-0.26106205870909777
t4_t3	measurement	MAZ	-0.25858086110255857
t1_t0.5	measurement	MEIS1	-0.25815867313399044
t1_t0.5	measurement	TBX21	-0.25639084957965114
t1_t0.5	measurement	HSF1	-0.25046872627893446
t4_t3	measurement	NFE2L2	0.2501675172040609
t1_t0.5	measurement	SP1	0.2500495921201421
t4_t3	measurement	BHLHE40	-0.24879633217841945
t0.5_t0	measurement	ESR2	0.24659287568993457
t3_t2	measurement	TCF7L2	-0.24653485919690976
t2_t1	measurement	GATA1	0.24512728185609894
t1_t0.5	measurement	MEIS2	-0.24310707611374321
t4_t3	measurement	CEBPB	0.24256214348135968
t4_t3	measurement	HINFP	0.24241124164451822
t3_t2	measurement	LYL1	-0.24166858043767311
t3_t2	measurement	EPAS1	0.240049191515206
t1_t0.5	measurement	NR2F2	0.23447128184656288
t4_t3	measurement	NFE2L1	0.22950119658434234
t0.5_t0	measurement	OTX2	0.22623957918604434
t1_t0.5	measurement	RUNX1	0.2211608220281017
t3_t2	measurement	MBD1	0.2174521756119352
t4_t3	measurement	NR2F2	-0.2161012822919055
t2_t1	measurement	RXRA	-0.2138847027807707
t3_t2	measurement	FOXO1	0.21385963944512493
t1_t0.5	measurement	TEAD1	-0.21244232827460807
t4_t3	measurement	ELK4	0.20896301600900766
t3_t2	measurement	RUNX1	-0.20454233225841914
t3_t2	measurement	ETV4	0.2006921784311206
t8_t4	measurement	ARNTL	-0.199922173064143
t0.5_t0	measurement	MEIS1	0.1998903737718257
t8_t4	measurement	ATF6	-0.19905208398385169
t4_t3	measurement	IRF9	-0.19610612045859097
t4_t3	measurement	MEF2B	-0.19501158316240738
t4_t3	measurement	SOX9	0.19474417620303647
t2_t1	measurement	NCOA2	-0.19316359801579
t4_t3	measurement	MAFK	-0.1920127882125561
t0.5_t0	measurement	NR2F2	0.18941928782294967
t1_t0.5	measurement	HBP1	-0.18863151397699343
t3_t2	measurement	E2F5	0.18684914911574896
t3_t2	measurement	NFKB2	0.18396525901157587
t2_t1	measurement	STAT6	0.18335285122103148
t1_t0.5	measurement	KLF6	0.18096020871837645
t8_t4	measurement	GATA4	-0.1788851030728204
t8_t4	measurement	GFI1B	-0.17826202343970451
t4_t3	measurement	IRF1	0.1726121731022418
t3_t2	measurement	ARID3A	-0.17105385821314495
t0.5_t0	measurement	GATA4	-0.16687223051721523
t8_t4	measurement	YY1	0.16004055695090538
t3_t2	measurement	FOXO4	0.15737424869884092
t4_t3	measurement	EPAS1	-0.15607011036028248
t4_t3	measurement	KLF4	-0.1550920504643426
t3_t2	measurement	ZBTB33	0.15448662148903267
t0.5_t0	measurement	HSF1	-0.1525564894748279
t1_t0.5	measurement	SPIB	-0.15085631890317447
t2_t1	measurement	XBP1	0.1495069419849993
t0.5_t0	measurement	HHEX	-0.1462570873871176
t2_t1	measurement	IRF1	0.14444107402427178
t4_t3	measurement	NR2F6	-0.1441827719523725
t0.5_t0	measurement	HINFP	-0.13973114503462747
t1_t0.5	measurement	MYB	-0.1317464236874404
t3_t2	measurement	PPARA	-0.1265329814185071
t4_t3	measurement	PPARA	-0.12541592471108048
t0.5_t0	measurement	NR3C1	0.12514474063946177
t2_t1	measurement	PPARG	-0.12360920648759686
t8_t4	measurement	E2F1	-0.12165379707723414
t4_t3	measurement	ESR1	-0.12141754932524165
t3_t2	measurement	STAT6	-0.1210156455586138
t4_t3	measurement	TP53	0.1193193188527715
t4_t3	measurement	MEF2C	-0.11799244878449489
t3_t2	measurement	NRF1	-0.116906694572776
t1_t0.5	measurement	AHR	-0.11176178034596099
t2_t1	measurement	CDX2	0.10942287935349018
t8_t4	measurement	YBX1	0.10450228968781551
t3_t2	measurement	AR	-0.10392518236758666
t2_t1	measurement	IRF3	-0.10102701592268326
t0.5_t0	measurement	GABPA	-0.09903800395056922
t1_t0.5	measurement	FOXA2	-0.09877898945308625
t8_t4	measurement	ELF3	0.09767459942390046
t0.5_t0	measurement	E2F1	0.09723916646276883
t8_t4	measurement	PAX5	0.09524191628229672
t4_t3	measurement	WT1	-0.0947893522402028
t3_t2	measurement	SP4	-0.09165330105364496
t1_t0.5	measurement	GABPA	-0.08832707051374235
t0.5_t0	measurement	HNF1B	-0.0871620489871976
t8_t4	measurement	MBD1	0.0856602864625954
t0.5_t0	measurement	RUNX3	0.08367867739119338
t2_t1	measurement	FOXK2	0.08343479537472186
t8_t4	measurement	KMT2A	0.08208036846361479
t2_t1	measurement	TWIST1	0.07932526002639598
t3_t2	measurement	RXRA	-0.07485181574998448
t1_t0.5	measurement	STAT6	0.07206125560572006
t2_t1	measurement	ARNT	0.07126237312926069
t0.5_t0	measurement	PPARG	0.06668499217431269
t2_t1	measurement	ZEB2	0.06580398428789976
t8_t4	measurement	FOXL2	-0.0652754841641694
t1_t0.5	measurement	NFATC1	0.0636955736328044
t1_t0.5	measurement	CLOCK	-0.0635962794351948
t8_t4	measurement	MYOD1	0.06181410056677277
t1_t0.5	measurement	BACH1	0.05547581160185306
t3_t2	measurement	ZEB1	-0.05381415368527712
t4_t3	measurement	ATF4	-0.051385192359802406
t3_t2	measurement	FOXL2	-0.05124289733599839
t2_t1	measurement	TCF7L1	-0.048356671700674245
t2_t1	measurement	TFAP2A	-0.04336743739621005
t4_t3	measurement	RUNX3	0.04074111650556057
t8_t4	measurement	FOXK2	0.037633057431076304
t2_t1	measurement	RARA	0.032117680429441325
t0.5_t0	measurement	MAFK	0.031618017553788076
t4_t3	measurement	NFYA	-0.030495328593260245
t3_t2	measurement	TFAP2A	0.02863619253108213
t3_t2	measurement	RUNX2	-0.026957661669152106
t8_t4	measurement	ETS2	0.01601838531741921
t1_t0.5	measurement	TFDP1	-0.01408887306036249
t0.5_t0	measurement	HOXA9	-0.013517111402126053
t4_t3	measurement	GATA4	-0.01268318562492573
t4_t3	measurement	ESR2	0.011266200161917045
t4_t3	measurement	STAT6	-0.009003306052795097
t8_t4	measurement	RUNX3	-0.007493928385084989
t4_t3	measurement	NCOA1	0.0023727073349137555
t4_t3	measurement	IRF8	-8.850425023926548e-4
t3_t2	measurement	TP63	-7.054249299732502e-4
